Ticker,H,c
REGN,0.48612142246334733,1.6169782380208586
WELL,0.8029903440468519,0.6133912700720157
MCK,0.6198199128066374,1.0767265292063402
MCO,0.6704539709346605,0.8701003988652769
TDG,0.8457048909561795,0.5544641508806102
CEG,0.7449756764457669,0.7354520218746793
EMR,0.5455127388208243,1.0255400120864515
MMM,0.647977489442274,0.8116966003191277
ORLY,0.672661843458917,0.7510065632429566
ITW,0.47346368255398996,1.1153864305698196
COF,0.6173538322386873,0.9300046675391993
GD,0.7046279476632727,0.6852791402661446
EOG,0.3809943627442409,1.4102322443607094
BDX,0.4203633929970198,1.3196677778002823
APD,0.48315505171891815,1.0827131138855304
MAR,0.7253744570145044,0.8108118281091162
WMB,0.8123190311834165,0.6010206014799165
NOC,0.3407216215287681,1.7825640387664636
ADSK,0.531949860023287,0.9705019030705886
CTAS,0.8583013946995065,0.5169891838111434
AJG,0.7214026052436401,0.7466894278758591
FDX,0.6092787251735272,0.9226952296858042
FTNT,0.4484957792113304,1.5475545020550956
CSX,0.4738668671186549,1.2830888297013174
HLT,0.763936093052133,0.7497578452572486
TGT,0.49959250314373055,1.322049849660248
ECL,0.7276686660943413,0.7447622122493152
RCL,0.7800320022544499,0.8054433816294952
OKE,0.7645069208371205,0.5386008082835794
WDAY,0.5729745923261252,1.097569813704274
ABNB,0.4704509632089425,1.4257800593030492
TFC,0.5066146307469573,1.2362965848304874
CARR,0.6676387540363612,0.7041474670432933
GM,0.5892416068508269,0.9614448585266454
BK,0.675796715683177,0.9255795484782963
ROP,0.6823656713748255,0.7291104662756783
FCX,0.3750241378670614,1.5437756209595166
CVS,0.6289529569920622,0.7454303274847773
DLR,0.73941797450478,0.647981501059621
HCA,0.6144170196020526,1.002079204267823
PCAR,0.6525228076090521,0.9832476618074356
AZO,0.4909693125415042,1.042118807549549
SRE,0.581375523579608,0.8342649781116512
TRV,0.611044033997642,1.0182104622723
JCI,0.580577313160693,1.0502002688029775
NXPI,0.5472037238380393,1.0640275862668669
NSC,0.4521869224239737,1.5181241490921122
SPG,0.6695028303299854,0.7906208171853277
SLB,0.4052824976264712,1.4711817300279375
KMI,0.7380973273979499,0.6202712364726817
AMP,0.6285413081431795,1.0170209059342439
AFL,0.7562183580250269,0.6697711606530766
ALL,0.6347614804034791,1.0375888707230856
CPRT,0.7251398588185527,0.8047232854940217
FICO,0.908629691812107,0.513032519830887
ROST,0.6215759580200246,0.9013230503927473
AEP,0.6024808709338689,0.9405717254545853
PWR,0.7278542508499541,0.7772982035170244
GWW,0.733680633420157,0.725545085169155
CMI,0.5677965182869051,0.968446007652914
VST,0.8035354722043196,0.7368024348600407
URI,0.622145799668583,0.9313503005751812
MSCI,0.35836635927843064,1.673615573159479
MET,0.6545607566426567,0.7587970215319262
PSA,0.5719711598327638,0.9333969587250156
O,0.5064094517980987,1.3895377114484508
AXON,0.8165762889770996,0.4589746458822879
PSX,0.6409441275088023,0.8066907074905789
AIG,0.6405064568064095,0.9305016941674746
D,0.6196708667497812,0.8942276319130041
HWM,0.8099811173146038,0.6307549643411061
PAYX,0.5878605255691622,0.8455226080248497
EW,0.38286613801361497,1.5750611607695584
FIS,0.6278673741233847,0.9768405520165026
KMB,0.43571323990000277,1.583939586529589
NEM,0.4814171295046568,1.3161399583153042
DFS,0.5965448387246922,0.9178379912616613
PCG,0.47225100230322137,1.2842164249654846
TEL,0.5016804176359625,1.0453771015296496
MPC,0.5881542950386965,1.053028910572774
FAST,0.736067828254312,0.6709755755969528
LULU,0.567678653898984,1.2475847120048291
AME,0.5234732794141249,1.156744826038675
PEG,0.6502757259999955,0.9005339294336956
PRU,0.6534068020106348,0.7681150648631069
RSG,0.767776497791905,0.7651144970545831
KR,0.5672823534296264,0.9431881656481681
DHI,0.6665015926330143,0.8667357283628377
LHX,0.6353312477997611,0.8070893080673601
BKR,0.5132268122024314,1.3001453180778657
COR,0.6750493066446089,0.9372221660873378
CTVA,0.5382230746140844,0.9044898039979952
CCI,0.535268020732066,1.2828620234484442
CTSH,0.5515725538290683,1.0406774740138451
VRSK,0.6855691315342806,0.8966602564239504
DAL,0.4582924747244559,1.8391556975981644
CBRE,0.6016641294471451,0.960675104970783
XEL,0.4311008989656469,1.8054309490237774
A,0.5056479082636883,1.1874854348301265
F,0.34827511341890993,1.6964737916414507
TRGP,0.8133497487073705,0.5903973572012136
IT,0.6887663902540578,0.692608220501601
SYY,0.5226277980081586,1.0503623810884315
VLO,0.5132648338587319,1.0811515494279926
OTIS,0.512971910747168,1.091310699071455
IR,0.6902331650174918,0.7634417507944445
EXC,0.38999892584373297,1.3044344037741384
YUM,0.43589169239505526,1.1535975730664039
GLW,0.6010311204618367,1.0037334133789753
KDP,0.4993961751588328,1.3084989292049989
MNST,0.4002456322847308,1.4375728489083874
GEHC,0.44800269319164915,1.6750342674338468
DELL,0.7037461512725013,0.8981644622345659
STZ,0.45934010376320983,1.341164331152131
HES,0.3260930734081702,1.797521802858639
GIS,0.40827347186748875,2.2486581223634987
EA,0.4999433231489895,1.2430291404830338
RMD,0.585399791067208,0.8905723995381469
VMC,0.6463959799366183,0.8856009703247446
ACGL,0.6684680805366229,0.8263619667598536
ODFL,0.470510682557367,1.2455465137038475
IQV,0.31805527780741216,2.05642332689274
CHTR,0.4158709971384094,1.5894941857848561
IDXX,0.3796495459793172,1.6925494398768215
WAB,0.6922978912324411,0.8696459751156528
LEN,0.6904322119165689,0.7776666096928724
ROK,0.30929741831076174,1.897127010971029
MLM,0.6471433884211619,0.9292146458481202
DD,0.4800552858869379,1.2545060983155605
ETR,0.6696921986119974,0.7931200805305479
NDAQ,0.6122821980155102,1.0281526100877951
GRMN,0.8355380921244778,0.46161684643210904
EFX,0.5548293024389211,1.110834453154097
DECK,0.7686166118402564,0.6947086836422738
UAL,0.4892244496153477,1.5967695548943803
WTW,0.6061190999198302,0.9647999892840659
OXY,0.40307574052445166,1.4540848960129016
HPQ,0.4604065210825616,1.4256689543870527
HIG,0.6990961515158661,0.818208645137324
AVB,0.5997607078651465,0.9932142404053806
MTB,0.6035638138338587,0.9350894549216227
DXCM,0.44405318552939316,1.4194757572697816
ED,0.4327565560665497,1.3867431693962085
EXR,0.5941061394351057,0.9506739749056217
EBAY,0.624594361152716,0.8140331279912895
IRM,0.8613777150505181,0.525089040443655
EIX,0.5168463296094438,1.171416219002204
VICI,0.4128375604259192,1.36945587366222
CNC,0.3753888899628124,1.7588059046262878
WEC,0.4863041617384038,1.2108589413201605
MCHP,0.4439567555193249,1.3206068731207818
HUM,0.5739219528910516,0.9146957413703336
TTWO,0.6845682924891406,0.8523992265158432
ANSS,0.5012959360480072,1.1582619396993399
CSGP,0.3599069632263059,1.742212315472613
FANG,0.6147772628216189,0.7121370311887577
MPWR,0.4781757571424698,1.5373681578583025
GDDY,0.8127505298506864,0.5699412653716575
TSCO,0.648109521563996,0.8120175754530956
FITB,0.5737875717954756,1.031461273575636
STT,0.5077637870898241,1.2031996744867046
