Ticker,VolWeek,VolNextWeek,VolNext2Week,NbWeek
LRCX,0.3696936384437438,0.3921789393601505,0.3925087793328359,106
UPS,0.20343933842600334,0.24857413802151496,0.24916869864753008,106
NKE,0.24122527254303971,0.3087377205884518,0.30873772058852583,106
MO,0.17680468872533397,0.1839894129857348,0.18408424597853068,106
SO,0.16002956260060078,0.17585511349605373,0.17608749558969858,106
EQIX,0.23134004548262563,0.2313400454831902,0.23134004548319026,106
PYPL,0.2964320963284504,0.33776607639099887,0.33776607639104533,106
ICE,0.1394784094356894,0.17108751619332815,0.17108751619336504,106
CME,0.16341379752357532,0.17421094656788866,0.17483836962182855,106
AMT,0.2723253251586423,0.2723253251586422,0.2723253251586422,106
APH,0.2781654347154763,0.2759151044044731,0.2738363403715006,106
TT,0.2427845962945683,0.2682994708593038,0.26854463797550715,106
ELV,0.1988778889932304,0.2286088393551435,0.22860883936033016,106
CRWD,0.4249128015871655,0.43238206328553486,0.43816784600027175,106
CMG,0.2497942350109032,0.27201633521827084,0.2771481454348552,106
KLAC,0.33510477522425897,0.385562052798572,0.38556205279861755,106
INTC,0.42457364747044446,0.48365290382415044,0.4836529137481502,106
DUK,0.16896423537739963,0.16896423537849878,0.1689642353786313,106
PH,0.23874028488242574,0.25708743511794263,0.26020936858662946,106
CDNS,0.32076210260345606,0.3196252079692604,0.3185743171550119,106
SHW,0.24282618539823514,0.24282618539823508,0.24282618539823503,106
MDLZ,0.16908527608126203,0.1779220006595145,0.17800126577442954,106
MSI,0.17017195860113618,0.18868302041808138,0.18895357167055396,106
AON,0.1868072706575946,0.2056774309487525,0.20594136391601484,106
CI,0.22987398737679038,0.2436802918825448,0.2440985620618134,106
PNC,0.26430287532901253,0.27812575653684457,0.2807392668606986,106
APO,0.2681228373679066,0.306289556866959,0.3124462129690729,106
SNPS,0.33745926422560774,0.33505334920690527,0.3327948868325214,106
CL,0.14611425587442967,0.14611425587442967,0.14611425587442967,106
WM,0.18081927909608406,0.18093130477716973,0.18044446050521862,106
USB,0.3026766324691489,0.32865600213046997,0.33265420788548034,106
ZTS,0.26382205060966674,0.26553406485400516,0.26642689684129633,106
REGN,0.2699571200951677,0.277147525719445,0.2713207159089618,106
WELL,0.20512317730337778,0.21216094541363928,0.21224726249759682,106
MCK,0.19995640765263042,0.23650866850734967,0.23664283330500724,106
MCO,0.2118337746935269,0.21539478960051114,0.21542575316860954,106
TDG,0.21063829387745617,0.23199839604613937,0.23659746201384874,106
CEG,0.40882499271737777,0.46023429549600914,0.4647340968950883,106
EMR,0.19982743464224448,0.2518123771699102,0.25181237716997096,106
MMM,0.24068069879852,0.28836296597153527,0.28836296597159,106
ORLY,0.19137396918451935,0.19137396918456342,0.19137396918456917,106
ITW,0.18344470286926742,0.18394902672188823,0.18440547111895425,106
COF,0.27239099521469523,0.32242888893328003,0.3231582997631512,106
GD,0.14466569175891367,0.16738596571398068,0.17145376941053223,106
EOG,0.29329832828426095,0.29476893678519794,0.2954248424343455,106
BDX,0.1705355516741919,0.17578999901268397,0.1758699967908891,106
APD,0.23066777336197467,0.2697579818140186,0.2697579818140617,106
MAR,0.20193885838320752,0.20907636857551964,0.2090763685755357,106
WMB,0.18356766133931143,0.1979032778953753,0.1979032778953913,106
NOC,0.17745196768513496,0.20374552166662627,0.2079333470239499,106
ADSK,0.28488371462634826,0.2948431478695146,0.29737222284918513,106
CTAS,0.23014012722584112,0.21820004401871954,0.21165052665461817,106
AJG,0.17890998416721718,0.1834999350264795,0.18356306929788394,106
FDX,0.27047282687126206,0.29095654940006693,0.2911035972446205,106
FTNT,0.2756881917351288,0.3693908983005863,0.36939089830069294,106
CSX,0.21670220803459816,0.2154323256977788,0.21425467741851498,106
HLT,0.18633708658100262,0.18633708658100262,0.18633708658100262,106
TGT,0.2451875616805028,0.3054594140963164,0.3150541305236681,106
ECL,0.18496889333791022,0.18929114345597786,0.18984296730035827,106
RCL,0.37016238093878046,0.37588000140895217,0.3769519171762066,106
OKE,0.2251605602295015,0.24750938428097308,0.24776045104849795,106
WDAY,0.3011273877504398,0.3174097058715387,0.31767267975831903,106
ABNB,0.25648185139770396,0.2661666434972118,0.275206595897175,106
TFC,0.3023340015077875,0.3279134396353311,0.3400144542703961,106
CARR,0.30305443963678386,0.30759914469288485,0.3076401205796358,106
GM,0.3132882891756619,0.3262760996760255,0.3334154176631721,106
BK,0.18739659207750098,0.2042253806733556,0.20827144105823858,106
ROP,0.1403945039729064,0.14043759382491428,0.14043119627792916,106
FCX,0.36215651670008536,0.3642921751084036,0.364318663639731,106
CVS,0.3418063014716653,0.3420541997931559,0.33363088679854197,106
DLR,0.2697049513540859,0.26970495135408595,0.26970495135408595,106
HCA,0.21192424691272474,0.24301311256035402,0.2433802360769303,106
PCAR,0.25130944190931803,0.25047821424050043,0.250378032323292,106
AZO,0.22014522754652371,0.22014568247379537,0.22014568835846687,106
SRE,0.1800359149837745,0.19019062204116152,0.19032994425289154,106
TRV,0.16973693979571322,0.20350089104017746,0.20350089104060984,106
JCI,0.23894985104368024,0.25466581976020675,0.2562355457965874,106
NXPI,0.3072060600673816,0.3144076082300747,0.31451812167872556,106
NSC,0.2601688949081918,0.255109475946756,0.25104578732282107,106
SPG,0.2320067449448357,0.2505269509134561,0.25084382133205047,106
SLB,0.32230968245703656,0.3223096824570367,0.32230968245703673,106
KMI,0.17456925876104762,0.19333078525667546,0.1934415997349184,106
AMP,0.21568504465859234,0.22563267204951126,0.2315450064741128,106
AFL,0.18804581006609977,0.20350286129804432,0.2037199560608996,106
ALL,0.2278125634768381,0.2490300304041835,0.24934486596267574,106
CPRT,0.21810599576730746,0.23291112327206062,0.2330645721188222,106
FICO,0.27836620156180697,0.30237816684435165,0.30370477360456,106
ROST,0.20358522131929066,0.2036143376524744,0.20361474215611008,106
AEP,0.18621528191713266,0.18621528191713266,0.1862152819171326,106
PWR,0.2881241598633924,0.28729055219068356,0.2864942459569171,106
GWW,0.2198916436146205,0.24172667351457086,0.24172667351466087,106
CMI,0.24791009546391082,0.24869342736780237,0.2493484041977002,106
VST,0.4540371754156385,0.5988749484192842,0.6187163440129129,106
URI,0.3898155279119666,0.3929753218889715,0.3930068062090951,106
MSCI,0.20708212851399768,0.23618999058187087,0.23618999058190399,106
MET,0.22472476732610908,0.24249111429246187,0.24910563968546634,106
PSA,0.23417115701636138,0.2341711570163614,0.2341711570163614,106
O,0.17275807326005407,0.17275807326005402,0.172758073260054,106
AXON,0.3148095457535228,0.40767945855036564,0.40767945855045695,106
PSX,0.2919447707816549,0.29194477078062453,0.2919447707801892,106
AIG,0.16394271879807532,0.21676341392818574,0.21676342204161597,106
D,0.1980119987754134,0.22372486512507403,0.2252187481232419,106
HWM,0.22151470530226075,0.26593166801278484,0.2671012305264321,106
PAYX,0.18569656864390097,0.18569656864390097,0.18569656864390097,106
EW,0.24660620009880066,0.3439040320313462,0.3479201855394456,106
FIS,0.17329631256184866,0.18821186040148496,0.19810404737154147,106
KMB,0.13879435802684728,0.15587798700722139,0.15587798700774286,106
NEM,0.35001115800628246,0.3669651407752494,0.3671979502217691,106
DFS,0.2780004904276968,0.35976033516839306,0.3610434328266328,106
PCG,0.17869185781500319,0.17901588357271922,0.17904219757303358,106
TEL,0.210297715284112,0.22099414952967775,0.22112490152058664,106
MPC,0.3007547818952051,0.300587169192527,0.30054522262273226,106
FAST,0.21052039640875614,0.2223906566236251,0.22250270906537206,106
LULU,0.29808523521300434,0.3451871753201547,0.3451871818361019,106
AME,0.17185745308261854,0.19516477882080252,0.19925891589082137,106
PEG,0.1838523447781477,0.18531148370897574,0.1858523173048968,106
PRU,0.2139584707367718,0.244183721978836,0.24430557544140455,106
RSG,0.14997856482372363,0.1545295208240411,0.15460644769742174,106
KR,0.16993248755759502,0.1839072028118835,0.18390720281194356,106
DHI,0.2806981667448309,0.31386062916277035,0.3141951387877794,106
LHX,0.21237975072203139,0.21506137370365905,0.2128457018312853,106
BKR,0.2557434599151236,0.26608008294012736,0.2655783340579955,106
COR,0.17875979784667895,0.19303214380658282,0.1932134655821608,106
CTVA,0.23883716632208402,0.2680696640251819,0.26857244387779916,106
CCI,0.22877233056855484,0.25821517326836424,0.258444375761911,106
CTSH,0.21399615635472202,0.21712035316170916,0.21716992699565238,106
VRSK,0.1543034905726548,0.17137629688829747,0.17447119510035158,106
DAL,0.3225884942496034,0.3225884942497275,0.3225884942497541,106
CBRE,0.2820209110232649,0.2994834052243273,0.29968755640532607,106
XEL,0.16915198958660616,0.19538469211390944,0.19586145824872367,106
A,0.2237463259230446,0.27327243341731966,0.27389159268933005,106
F,0.31981554110091553,0.3495548667009162,0.3587500068722528,106
TRGP,0.24665354184895869,0.26855051489214987,0.2687934840613173,106
IT,0.21399067374274724,0.23324657184027714,0.2373677175190102,106
SYY,0.17708933649003583,0.1778412718898377,0.17784886323804122,106
VLO,0.3182450862870855,0.3182450862870855,0.3182450862870854,106
OTIS,0.1884282076110251,0.18974889561001348,0.18976726256756654,106
IR,0.2523360310053273,0.2627341343835126,0.26274943777305304,106
EXC,0.19351094282769457,0.19899230494290238,0.19907909615899647,106
YUM,0.16906319070890444,0.17282969576217222,0.1728296957621763,106
GLW,0.20378760796741144,0.2596581548985476,0.259658154898613,106
KDP,0.1681768770977301,0.17509401456921247,0.17597974998008103,106
MNST,0.19197519337408506,0.2258799426475908,0.22587994264762987,106
GEHC,0.17300250258626285,0.18978287358519894,0.19544253453166155,106
DELL,0.41725985824340805,0.46856634779296297,0.47778890042564964,106
STZ,0.17270624144268248,0.18112187019095027,0.18112187019095952,106
HES,0.286205244609656,0.2973277081732414,0.2973729311486776,106
GIS,0.18432196444129031,0.184321964441293,0.18432196444129265,106
EA,0.23098231234800426,0.22191280513986641,0.2188720042458916,106
RMD,0.3407900752543288,0.3500837777296239,0.35008377772961913,106
VMC,0.24059598598489637,0.2405959865502141,0.2405959865975271,106
ACGL,0.23437053376083142,0.23437053376083142,0.23437053376083133,106
ODFL,0.31223285430585873,0.3276374328373282,0.32770046882708187,106
IQV,0.2522336982677759,0.28272572042426125,0.28313369724164733,106
CHTR,0.2827933092529254,0.35391079922629354,0.35474491674997416,106
IDXX,0.28440155122285526,0.29029372537075665,0.2903735008792074,106
WAB,0.22065297699076686,0.23046597327854484,0.2312387272795612,106
LEN,0.2901530797830884,0.301405691028404,0.3013881091774664,106
ROK,0.25106364595905317,0.2749308209170945,0.27493082091712107,106
MLM,0.25761541558754975,0.25761541558754963,0.25761541558754947,106
DD,0.21148463185051766,0.21750569775513323,0.2191431008288939,106
ETR,0.19200877161866328,0.1920087716186633,0.19200877161866334,106
NDAQ,0.18147465074013772,0.20111329191114125,0.2011132919111633,106
GRMN,0.19119214723529604,0.2577601639279955,0.25781668355248777,106
EFX,0.2836545955857504,0.29606858955261206,0.3004753823593565,106
DECK,0.29176005048623066,0.33003197636794035,0.33071722859887087,106
UAL,0.37997970982584117,0.4331108935367939,0.4331108935368518,106
WTW,0.1693211102471674,0.1985824498623644,0.19875019453550602,106
OXY,0.23794372024785632,0.24123332383807228,0.2412861038855786,106
HPQ,0.23426988712558686,0.23980292204726453,0.239870650805993,106
HIG,0.19230514334652027,0.20609758092050154,0.20626250995692427,106
AVB,0.1874458778342246,0.19149084732537838,0.19216197733337936,106
MTB,0.3012913158992297,0.30447173798243005,0.3052155442464552,106
DXCM,0.3054950623894719,0.41673210129051125,0.44774189658617636,106
ED,0.15767148976935583,0.16233830890455284,0.16238159434255375,106
EXR,0.29146947288227576,0.2861274431457025,0.28318092228321,106
EBAY,0.2513048898385326,0.2527385628476752,0.2527643013417767,106
IRM,0.2415451437651777,0.2415451437651777,0.2415451437651777,106
EIX,0.19937438310661917,0.19937438310661915,0.19937438310661915,106
VICI,0.1926118821492439,0.1995402590602126,0.1995402590602194,106
CNC,0.25193183509489614,0.2763437106044378,0.2765637234174463,106
WEC,0.16499863393404524,0.1726696353439382,0.17278711180427633,106
MCHP,0.3225503022247154,0.3358004782348807,0.33580047823488557,106
HUM,0.33200719820563257,0.35836799393832286,0.3583840142990004,106
TTWO,0.21485321027712087,0.22695241227633345,0.22712870420191997,106
ANSS,0.236868162138335,0.2640693550468999,0.26406935504693063,106
CSGP,0.27719686308796104,0.3014770901878055,0.30173116834520053,106
FANG,0.30256918149109757,0.30760695672971733,0.3091398547829999,106
MPWR,0.430238379202995,0.4847256388546303,0.48472563885466974,106
GDDY,0.2258712734068792,0.2699994210597781,0.27067874230148203,106
TSCO,0.22854650691765643,0.22854650691765643,0.2285465069176565,106
FITB,0.2835544609222237,0.33842494835102993,0.3801500611017897,106
STT,0.18324419432766323,0.1956961750795277,0.20615263012148027,106
CAH,0.19524864738469946,0.21514922348601054,0.21545141333262113,106
GPN,0.22566388796131479,0.28861603183685275,0.28950527626154965,106
XYL,0.23311008139176728,0.24760647158789412,0.24951115666888582,106
RJF,0.2430407183460043,0.24891216251673864,0.25252830433922563,106
KEYS,0.23866087037161596,0.3380764807064925,0.3430594385168565,106
HPE,0.3138011216763605,0.3526103496797051,0.35496551763666856,106
DOW,0.2262349680995283,0.2254931612321557,0.22476513508358248,106
ON,0.34151334604877587,0.3879330380335931,0.38793361449596103,106
PPG,0.20145515547583634,0.20353829634557588,0.2048919045351615,106
CCL,0.48803581030884036,0.4955700548769448,0.49948137422838396,106
NUE,0.4602050225402079,0.44797514430686214,0.43783887780046593,106
KHC,0.1862515836509775,0.18704089320924044,0.18704920070365225,106
BR,0.18976362729919305,0.19341795269029718,0.1934700892765109,106
CHD,0.16250517186677352,0.16250517186677352,0.16250517186677355,106
DOV,0.22909830598412942,0.22993730737030765,0.2306640846638199,106
MTD,0.2608482337933616,0.28584299310184436,0.2858429931018725,106
TYL,0.2194031033868228,0.2360937049670874,0.23609370496709167,106
FTV,0.21243717091571324,0.22170318114688198,0.221827475973679,106
TROW,0.25251064160664316,0.25454064465213877,0.2560315113224456,106
EQT,0.33242352178803264,0.34749260171448176,0.3474926017144983,106
SYF,0.2523549672621764,0.3161866237524598,0.31701000898269877,106
NVR,0.21383305998132238,0.22005879063260764,0.22013164399805163,106
HSY,0.18447223688649744,0.18506422393053323,0.18504937914220795,106
DTE,0.17454817255530594,0.17454817255530594,0.174548172555306,106
VTR,0.21656434386994416,0.2179564012301769,0.21923054025994312,106
AWK,0.18336280979465916,0.20613882781077417,0.20869071016338078,106
BRO,0.18581687124367702,0.19418224839246107,0.1943053403160991,106
EQR,0.19509221476815058,0.21015761752158005,0.2104099539240117,106
NTAP,0.23464365993501793,0.2816203850789771,0.2821833276288797,106
ADM,0.22410749338766403,0.2619984876534368,0.2636706321840838,106
WST,0.24736114287103958,0.2874776852533293,0.2878465427102311,106
CPAY,0.27507073191108533,0.2750707319120504,0.27507073191210824,106
PPL,0.1764686641121436,0.1764686641121436,0.17646866411214363,106
WBD,0.45736336187542886,0.5103095910677926,0.5105767283238426,106
AEE,0.18195972528356502,0.18708488640492302,0.1871687922037541,106
HBAN,0.28595220976907576,0.3378242666939782,0.34309752793888465,106
CDW,0.22308264687343468,0.27520384911931384,0.2752038491193744,106
HUBB,0.2749366233368643,0.2892724390837875,0.28982742009948437,106
HAL,0.32043676328409937,0.3327898959671848,0.3328423617565649,106
EXPE,0.3400212094128912,0.4118477863199898,0.41184778632005414,106
PHM,0.32401958904387795,0.3325277034218961,0.33261146577674594,106
CINF,0.2285200795579533,0.23060699265031268,0.23221969601274392,106
PTC,0.20340423490234688,0.20340423490234685,0.20340423490234688,106
DRI,0.21624719989683974,0.22191642202076342,0.22170323888811735,106
SBAC,0.27417968464976594,0.2822695725787325,0.2826740747409001,106
IFF,0.2508223681064312,0.3299617626829101,0.32996176268299915,106
WAT,0.27619617984326567,0.30966195004975144,0.3096619500905911,106
TDY,0.19199406524820828,0.1967449748954083,0.1968173723773104,106
ATO,0.1639896573005306,0.1639896573005306,0.1639896573005306,106
K,0.061818217557987463,0.1101365407463711,0.13604117392021975,106
RF,0.30840479127336046,0.32869835817874116,0.330331783032628,106
BIIB,0.22780727498581788,0.2368764901827781,0.23721191814091008,106
TPL,0.45916667606329953,0.502246742304799,0.49111769113170956,106
ZBH,0.1935272311109178,0.20796032328129058,0.20820045909366247,106
CNP,0.18083899700582656,0.18132642441892124,0.18139562303386372,106
LYV,0.26556301628894285,0.2956018641387314,0.29602878345228095,106
ES,0.2169193363687203,0.22187976667076534,0.22192574167211682,106
WDC,0.3996185199799094,0.4311298889607094,0.4314206877594985,106
TER,0.3668561030167559,0.3826159353667979,0.38351247578511405,106
STE,0.20377787140559825,0.23560460473640782,0.23570299608720416,106
FE,0.16779417466776558,0.17455543776950344,0.1754284994745652,106
CLX,0.16682397005249852,0.21806914877131514,0.22557833981482586,106
PKG,0.21230199558303628,0.21909884648803893,0.21939220928061606,106
NTRS,0.24361444946518057,0.2630856284779214,0.26308891145955016,106
ZBRA,0.33725830579909816,0.3575256354105829,0.3578720832343005,106
ULTA,0.25887233757855305,0.3266505386525448,0.3331838471325207,106
DVN,0.35052154537808977,0.33912953923836875,0.3317578359363176,106
LII,0.27884540960748494,0.27884540961022264,0.27884540961056925,106
CBOE,0.1976230845008881,0.19974988605691216,0.1992294772877819,106
LUV,0.3060977682618983,0.32752831914698183,0.3275283192564042,106
WY,0.228557546658868,0.23306870734767404,0.23299122535941238,106
MKC,0.20524244287089605,0.23546945349325296,0.23767536890575355,106
CMS,0.16706646282772775,0.16706646282772772,0.1670664628277277,106
FSLR,0.47139669632955905,0.5541694968720215,0.5541694968721481,106
LDOS,0.21648044624073948,0.2603544309916571,0.26439717510879585,106
CFG,0.32426180562905044,0.366849029931531,0.3688198903979764,106
LH,0.16228250984453962,0.1909136609331901,0.19278686857437857,106
LYB,0.22027384164130742,0.22065020261301713,0.22094937821968083,106
IP,0.2601917791006648,0.3051751708239004,0.3051751708239521,106
PODD,0.2229320562287507,0.3258348578367865,0.3797071776807484,106
COO,0.2317254070481404,0.24067496971217905,0.24137620553651604,106
STX,0.33413684870434857,0.3467283453314165,0.3468354250517921,106
FDS,0.19597080105730538,0.19782968354270697,0.19826167591981075,106
NRG,0.34961545991089676,0.3470000966994181,0.34453420392065215,106
INVH,0.179818433030954,0.19528614804803526,0.20188023912891617,106
ESS,0.2175358695087508,0.22961116608391613,0.22972687338727918,106
LVS,0.281950875132305,0.31465160389720837,0.314815122306531,106
SNA,0.19887779472316552,0.24360222908374293,0.24417811798334702,106
MAA,0.19793071443453006,0.2051358747528777,0.2052456577632314,106
WRB,0.20390586040431,0.2039058604046497,0.20390586040467149,106
TRMB,0.27410902425580275,0.31606347169110555,0.31664583988826156,106
CTRA,0.28142204602276294,0.2735092243844201,0.26813820059937177,106
EL,0.35252921990361286,0.41795386532431084,0.4186883696748795,106
OMC,0.21813413997152514,0.23964272682176904,0.23964272682179122,106
BLDR,0.41972706991385317,0.4337573288536489,0.4338806832623836,106
DGX,0.16117276099069092,0.16894645223285454,0.16907587904204074,106
KEY,0.3382934542520357,0.38326099685222553,0.3945309953581664,106
NI,0.1550112421981478,0.16018806354719767,0.1617607395850319,106
J,0.19560102681291824,0.21334958460363262,0.2136390296923327,106
MOH,0.25257180101387405,0.31456148825744806,0.3145614882578184,106
PNR,0.2475386072017408,0.2679863114225627,0.2720014766509718,106
DG,0.3190691476660431,0.3663228563172759,0.3689837039201274,106
BBY,0.24973042058357275,0.27017846723162975,0.2701784732284906,106
HOLX,0.1746540983396643,0.1746540983396643,0.17465409833966436,106
BALL,0.26643852527297407,0.27429412359918826,0.274854079793501,106
TSN,0.20291053589492167,0.24392283801864398,0.24392283802116774,106
VRSN,0.1592024850207966,0.17152953890950662,0.17232117141913883,106
STLD,0.40574076179751745,0.4005626181795589,0.3958999684611131,106
JBL,0.31825938278624105,0.38962228693203055,0.3896222869321125,106
PFG,0.24234555099680788,0.25106169390117367,0.2522502452565088,106
IEX,0.20205977043061818,0.20205977043061776,0.20205977043061749,106
GPC,0.20090609356986946,0.26362632885531573,0.26362632885539006,106
MAS,0.26176367374537846,0.26176367374537846,0.2617636737453784,106
SMCI,1.2463034651446194,1.1892272341315029,1.1455675261454836,106
KIM,0.22824323626925036,0.2555675587808215,0.2558905683017283,106
EXPD,0.20151042988042087,0.200689490219011,0.20056682239473597,106
ARE,0.2837349301189612,0.29768932356671113,0.2993539820297885,106
EG,0.23563023213760373,0.24200741637363649,0.24210183008836608,106
LNT,0.1733332272268057,0.1733332272268057,0.1733332272268057,106
AVY,0.18444048289693624,0.18444048289693868,0.18444048289693887,106
GEN,0.24896505177795242,0.287641556513296,0.28836402896581936,106
BAX,0.2717699099858015,0.28837575599871706,0.2886090154349917,106
L,0.15092142736364855,0.15498731000130775,0.15758037343267703,106
VTRS,0.24948817305458093,0.2784906488257377,0.2784906488257703,106
TPR,0.28795624319848684,0.34031729221739876,0.3461281206784206,106
ALGN,0.40742178457266726,0.4856491824226313,0.48564918242271626,106
CF,0.269254529750703,0.270927659846145,0.27241315021714213,106
DLTR,0.26138459846825574,0.315963157102071,0.32505991381323535,106
DPZ,0.21753865281781523,0.30236602077573727,0.3023660207763056,106
FFIV,0.20452003678199315,0.2111814959472219,0.21126475926585211,106
AKAM,0.22293948263549898,0.26596627955690677,0.2667355843428839,106
TXT,0.20442567709826315,0.2262559504694125,0.22642964921076117,106
SWKS,0.27780703395942324,0.30704554412447693,0.3074376130999687,106
